CUST_ID,segment,persona,assignment_margin,distance_to_centroid,confident,model_version,assignment_agreement
C17028,1,High-Spend Transactor,0.4326,3.8408,True,1.0.0,0.575
C17029,0,Cash-Advance Reliant,0.6025,2.6975,True,1.0.0,0.45
C17030,0,Cash-Advance Reliant,0.641,2.3262,True,1.0.0,0.45
C17031,1,High-Spend Transactor,0.0054,5.469,False,1.0.0,0.525
C17032,2,Revolving Borrower,0.619,1.9027,True,1.0.0,0.475
C17033,1,High-Spend Transactor,0.3995,4.152,True,1.0.0,0.575
C17034,1,High-Spend Transactor,0.4736,3.1207,True,1.0.0,0.575
C17035,2,Revolving Borrower,0.3797,3.6027,True,1.0.0,0.475
C17036,0,Cash-Advance Reliant,0.6598,2.1631,True,1.0.0,0.45
C17037,1,High-Spend Transactor,0.3044,3.6023,True,1.0.0,0.575
C17038,1,High-Spend Transactor,0.7346,1.4648,True,1.0.0,0.575
C17039,0,Cash-Advance Reliant,0.5494,2.7525,True,1.0.0,0.45
C17040,1,High-Spend Transactor,0.5406,3.0693,True,1.0.0,0.575
C17041,1,High-Spend Transactor,0.3467,4.4647,True,1.0.0,0.575
C17042,0,Cash-Advance Reliant,0.4446,3.9209,True,1.0.0,0.45
C17043,1,High-Spend Transactor,0.3913,2.9275,True,1.0.0,0.575
C17044,1,High-Spend Transactor,0.5425,2.7764,True,1.0.0,0.575
C17045,1,High-Spend Transactor,0.3,4.324,True,1.0.0,0.575
C17046,0,Cash-Advance Reliant,0.5631,2.8242,True,1.0.0,0.45
C17047,1,High-Spend Transactor,0.3267,3.3368,True,1.0.0,0.575
C17048,1,High-Spend Transactor,0.5653,2.7452,True,1.0.0,0.575
C17049,1,High-Spend Transactor,0.3886,3.1397,True,1.0.0,0.575
C17050,1,High-Spend Transactor,0.2615,4.3353,True,1.0.0,0.575
C17051,2,Revolving Borrower,0.5161,2.2849,True,1.0.0,0.475
C17052,0,Cash-Advance Reliant,0.7299,1.6178,True,1.0.0,0.45
C17053,2,Revolving Borrower,0.2248,3.3061,True,1.0.0,0.475
C17054,0,Cash-Advance Reliant,0.2074,3.3711,True,1.0.0,0.45
C17055,0,Cash-Advance Reliant,0.7056,1.8546,True,1.0.0,0.45
C17056,0,Cash-Advance Reliant,0.6151,1.8039,True,1.0.0,0.45
C17057,1,High-Spend Transactor,0.3293,3.2785,True,1.0.0,0.575
C17058,1,High-Spend Transactor,0.2307,4.943,True,1.0.0,0.575
C17059,1,High-Spend Transactor,0.5521,2.6377,True,1.0.0,0.575
C17060,0,Cash-Advance Reliant,0.6383,2.2797,True,1.0.0,0.45
C17062,1,High-Spend Transactor,0.4666,3.4546,True,1.0.0,0.575
C17063,0,Cash-Advance Reliant,0.6683,2.1089,True,1.0.0,0.45
C17064,2,Revolving Borrower,0.6157,1.5637,True,1.0.0,0.475
C17065,1,High-Spend Transactor,0.5183,3.3182,True,1.0.0,0.575
C17066,0,Cash-Advance Reliant,0.7317,1.6606,True,1.0.0,0.45
C17067,0,Cash-Advance Reliant,0.2261,6.5976,True,1.0.0,0.45
C17068,1,High-Spend Transactor,0.0822,4.5888,False,1.0.0,0.575
C17069,1,High-Spend Transactor,0.4171,3.424,True,1.0.0,0.575
C17070,1,High-Spend Transactor,0.4409,3.5168,True,1.0.0,0.575
C17071,0,Cash-Advance Reliant,0.2988,2.9811,True,1.0.0,0.45
C17072,2,Revolving Borrower,0.5774,2.6137,True,1.0.0,0.475
C17073,0,Cash-Advance Reliant,0.7745,1.3448,True,1.0.0,0.45
C17074,2,Revolving Borrower,0.5097,2.1741,True,1.0.0,0.475
C17075,1,High-Spend Transactor,0.4049,3.8899,True,1.0.0,0.575
C17076,1,High-Spend Transactor,0.564,2.7004,True,1.0.0,0.575
C17077,1,High-Spend Transactor,0.553,2.6821,True,1.0.0,0.575
C17078,0,Cash-Advance Reliant,0.0052,3.7485,False,1.0.0,0.3
C17079,1,High-Spend Transactor,0.5325,2.8769,True,1.0.0,0.575
C17080,0,Cash-Advance Reliant,0.7247,1.6775,True,1.0.0,0.45
C17081,0,Cash-Advance Reliant,0.3177,4.9985,True,1.0.0,0.45
C17082,2,Revolving Borrower,0.5365,2.5403,True,1.0.0,0.475
C17083,0,Cash-Advance Reliant,0.3635,4.4989,True,1.0.0,0.45
C17084,2,Revolving Borrower,0.5309,2.6027,True,1.0.0,0.475
C17085,1,High-Spend Transactor,0.5448,2.7965,True,1.0.0,0.575
C17086,1,High-Spend Transactor,0.5137,2.2717,True,1.0.0,0.575
C17087,0,Cash-Advance Reliant,0.2001,3.1269,True,1.0.0,0.45
C17088,1,High-Spend Transactor,0.3486,4.0684,True,1.0.0,0.575
C17089,0,Cash-Advance Reliant,0.2846,3.1954,True,1.0.0,0.45
C17090,0,Cash-Advance Reliant,0.5485,3.0792,True,1.0.0,0.45
C17091,1,High-Spend Transactor,0.505,2.7779,True,1.0.0,0.575
C17092,2,Revolving Borrower,0.4067,3.4354,True,1.0.0,0.475
C17093,1,High-Spend Transactor,0.5544,2.7193,True,1.0.0,0.575
C17094,2,Revolving Borrower,0.37,3.4777,True,1.0.0,0.475
C17095,1,High-Spend Transactor,0.0504,5.2604,False,1.0.0,0.55
C17096,1,High-Spend Transactor,0.763,1.012,True,1.0.0,0.575
C17097,0,Cash-Advance Reliant,0.7424,1.6139,True,1.0.0,0.45
C17098,2,Revolving Borrower,0.2866,3.2419,True,1.0.0,0.45
C17099,0,Cash-Advance Reliant,0.6878,1.8781,True,1.0.0,0.45
C17100,1,High-Spend Transactor,0.5405,2.3694,True,1.0.0,0.575
C17101,1,High-Spend Transactor,0.1321,4.2929,False,1.0.0,0.575
C17102,1,High-Spend Transactor,0.3421,3.6191,True,1.0.0,0.575
C17103,0,Cash-Advance Reliant,0.745,1.5641,True,1.0.0,0.45
C17104,0,Cash-Advance Reliant,0.6871,2.1201,True,1.0.0,0.45
C17105,1,High-Spend Transactor,0.0468,4.4741,False,1.0.0,0.55
C17106,2,Revolving Borrower,0.1268,3.2643,False,1.0.0,0.45
C17107,1,High-Spend Transactor,0.5,3.2587,True,1.0.0,0.575
C17108,1,High-Spend Transactor,0.3429,4.0515,True,1.0.0,0.575
C17109,1,High-Spend Transactor,0.3664,4.0812,True,1.0.0,0.575
C17110,1,High-Spend Transactor,0.5509,2.2918,True,1.0.0,0.575
C17111,1,High-Spend Transactor,0.4571,4.118,True,1.0.0,0.575
C17112,1,High-Spend Transactor,0.7231,1.5304,True,1.0.0,0.575
C17113,2,Revolving Borrower,0.637,1.4782,True,1.0.0,0.475
C17114,1,High-Spend Transactor,0.6589,1.8218,True,1.0.0,0.575
C17115,0,Cash-Advance Reliant,0.8583,0.8453,True,1.0.0,0.45
C17116,0,Cash-Advance Reliant,0.6015,2.6254,True,1.0.0,0.45
C17117,1,High-Spend Transactor,0.539,2.3486,True,1.0.0,0.575
C17118,1,High-Spend Transactor,0.1585,3.8457,True,1.0.0,0.575
C17119,1,High-Spend Transactor,0.6054,2.2348,True,1.0.0,0.575
C17120,1,High-Spend Transactor,0.4309,3.5734,True,1.0.0,0.575
C17121,0,Cash-Advance Reliant,0.5449,2.8419,True,1.0.0,0.45
C17122,1,High-Spend Transactor,0.5188,2.2916,True,1.0.0,0.575
C17123,0,Cash-Advance Reliant,0.7125,1.8189,True,1.0.0,0.45
C17124,2,Revolving Borrower,0.5698,1.9442,True,1.0.0,0.475
C17125,1,High-Spend Transactor,0.1827,4.3524,True,1.0.0,0.575
C17126,2,Revolving Borrower,0.432,2.9185,True,1.0.0,0.475
C17127,1,High-Spend Transactor,0.4274,3.7459,True,1.0.0,0.575
C17128,0,Cash-Advance Reliant,0.6009,2.5517,True,1.0.0,0.45
C17129,1,High-Spend Transactor,0.4126,3.5997,True,1.0.0,0.575
C17130,0,Cash-Advance Reliant,0.7382,1.7294,True,1.0.0,0.45
C17131,0,Cash-Advance Reliant,0.7205,1.8258,True,1.0.0,0.45
C17132,0,Cash-Advance Reliant,0.6551,2.0442,True,1.0.0,0.45
C17133,1,High-Spend Transactor,0.1883,3.6062,True,1.0.0,0.575
C17134,0,Cash-Advance Reliant,0.8401,0.9675,True,1.0.0,0.45
C17135,1,High-Spend Transactor,0.4657,2.866,True,1.0.0,0.575
C17136,1,High-Spend Transactor,0.4162,3.9039,True,1.0.0,0.575
C17137,1,High-Spend Transactor,0.5446,2.9386,True,1.0.0,0.575
C17138,0,Cash-Advance Reliant,0.2555,2.8741,True,1.0.0,0.45
C17139,1,High-Spend Transactor,0.1394,4.4058,False,1.0.0,0.575
C17140,0,Cash-Advance Reliant,0.4508,3.9238,True,1.0.0,0.45
C17141,1,High-Spend Transactor,0.4366,3.7044,True,1.0.0,0.575
C17142,1,High-Spend Transactor,0.6712,1.8516,True,1.0.0,0.575
C17143,1,High-Spend Transactor,0.5388,2.8068,True,1.0.0,0.575
C17144,0,Cash-Advance Reliant,0.8203,1.1031,True,1.0.0,0.45
C17145,0,Cash-Advance Reliant,0.4725,3.4334,True,1.0.0,0.45
C17146,2,Revolving Borrower,0.6879,1.6259,True,1.0.0,0.475
C17147,0,Cash-Advance Reliant,0.6821,2.0831,True,1.0.0,0.45
C17148,0,Cash-Advance Reliant,0.5731,2.5499,True,1.0.0,0.45
C17149,1,High-Spend Transactor,0.5129,2.2269,True,1.0.0,0.575
C17150,1,High-Spend Transactor,0.5449,2.7752,True,1.0.0,0.575
C17151,1,High-Spend Transactor,0.2277,3.8953,True,1.0.0,0.575
C17152,2,Revolving Borrower,0.1823,2.7312,True,1.0.0,0.45
C17153,0,Cash-Advance Reliant,0.2489,2.9347,True,1.0.0,0.45
C17154,2,Revolving Borrower,0.7583,1.1862,True,1.0.0,0.475
C17156,0,Cash-Advance Reliant,0.1803,2.9932,True,1.0.0,0.45
C17157,1,High-Spend Transactor,0.4175,3.6718,True,1.0.0,0.575
C17158,0,Cash-Advance Reliant,0.5838,2.888,True,1.0.0,0.45
C17159,0,Cash-Advance Reliant,0.0015,4.1379,False,1.0.0,0.275
C17160,1,High-Spend Transactor,0.1619,4.3843,True,1.0.0,0.575
C17161,1,High-Spend Transactor,0.4252,3.8266,True,1.0.0,0.575
C17162,1,High-Spend Transactor,0.28,6.0899,True,1.0.0,0.575
C17163,2,Revolving Borrower,0.3944,3.1877,True,1.0.0,0.475
C17164,1,High-Spend Transactor,0.3183,4.5104,True,1.0.0,0.575
C17165,1,High-Spend Transactor,0.381,4.5271,True,1.0.0,0.575
C17166,0,Cash-Advance Reliant,0.5673,2.8438,True,1.0.0,0.45
C17167,1,High-Spend Transactor,0.6858,1.7782,True,1.0.0,0.575
C17168,2,Revolving Borrower,0.5433,2.7506,True,1.0.0,0.475
C17169,1,High-Spend Transactor,0.551,3.0024,True,1.0.0,0.575
C17170,1,High-Spend Transactor,0.5945,2.1507,True,1.0.0,0.575
C17172,1,High-Spend Transactor,0.5738,2.7177,True,1.0.0,0.575
C17173,1,High-Spend Transactor,0.5207,3.1036,True,1.0.0,0.575
C17174,2,Revolving Borrower,0.321,2.4746,True,1.0.0,0.475
C17175,1,High-Spend Transactor,0.6248,2.2809,True,1.0.0,0.575
C17176,1,High-Spend Transactor,0.2434,4.5247,True,1.0.0,0.575
C17177,2,Revolving Borrower,0.5364,3.1195,True,1.0.0,0.475
C17178,1,High-Spend Transactor,0.5793,2.5349,True,1.0.0,0.575
C17179,1,High-Spend Transactor,0.4247,2.6404,True,1.0.0,0.575
C17180,1,High-Spend Transactor,0.4766,3.7109,True,1.0.0,0.575
C17181,2,Revolving Borrower,0.2619,3.9439,True,1.0.0,0.475
C17182,1,High-Spend Transactor,0.2086,6.847,True,1.0.0,0.575
C17183,1,High-Spend Transactor,0.1375,3.925,False,1.0.0,0.575
C17184,2,Revolving Borrower,0.4165,2.752,True,1.0.0,0.475
C17185,1,High-Spend Transactor,0.3892,3.1542,True,1.0.0,0.575
C17186,0,Cash-Advance Reliant,0.7447,1.533,True,1.0.0,0.45
C17187,1,High-Spend Transactor,0.5201,3.2453,True,1.0.0,0.575
C17188,0,Cash-Advance Reliant,0.2647,3.7575,True,1.0.0,0.45
C17189,2,Revolving Borrower,0.3421,3.2345,True,1.0.0,0.475
C17190,1,High-Spend Transactor,0.4096,3.9567,True,1.0.0,0.575
C17191,1,High-Spend Transactor,0.2083,3.2559,True,1.0.0,0.575
C17192,0,Cash-Advance Reliant,0.1999,6.4451,True,1.0.0,0.45
C17193,1,High-Spend Transactor,0.3456,4.1898,True,1.0.0,0.575
C17194,0,Cash-Advance Reliant,0.783,1.3159,True,1.0.0,0.45
C17195,2,Revolving Borrower,0.4851,2.3148,True,1.0.0,0.475
C17196,1,High-Spend Transactor,0.3939,3.9866,True,1.0.0,0.575
C17197,1,High-Spend Transactor,0.4196,3.488,True,1.0.0,0.575
C17198,1,High-Spend Transactor,0.2689,4.064,True,1.0.0,0.575
C17199,2,Revolving Borrower,0.3806,3.4615,True,1.0.0,0.475
C17200,1,High-Spend Transactor,0.5278,2.9446,True,1.0.0,0.575
C17201,0,Cash-Advance Reliant,0.7902,1.2393,True,1.0.0,0.45
C17202,0,Cash-Advance Reliant,0.6049,2.4249,True,1.0.0,0.45
C17203,0,Cash-Advance Reliant,0.7431,1.5878,True,1.0.0,0.45
C17204,1,High-Spend Transactor,0.3534,3.425,True,1.0.0,0.575
C17205,1,High-Spend Transactor,0.496,2.9231,True,1.0.0,0.575
C17206,0,Cash-Advance Reliant,0.7273,1.6514,True,1.0.0,0.45
C17207,1,High-Spend Transactor,0.5271,2.9235,True,1.0.0,0.575
C17208,1,High-Spend Transactor,0.5796,2.5051,True,1.0.0,0.575
C17209,1,High-Spend Transactor,0.542,2.6872,True,1.0.0,0.575
C17210,1,High-Spend Transactor,0.3486,2.7995,True,1.0.0,0.575
C17211,2,Revolving Borrower,0.7186,1.3219,True,1.0.0,0.475
C17212,0,Cash-Advance Reliant,0.5919,2.6472,True,1.0.0,0.45
C17213,1,High-Spend Transactor,0.5484,2.68,True,1.0.0,0.575
C17214,1,High-Spend Transactor,0.6476,1.732,True,1.0.0,0.575
C17215,0,Cash-Advance Reliant,0.8457,0.9322,True,1.0.0,0.45
C17216,1,High-Spend Transactor,0.5039,3.0011,True,1.0.0,0.575
C17217,1,High-Spend Transactor,0.2775,3.8093,True,1.0.0,0.575
C17218,0,Cash-Advance Reliant,0.7269,1.6213,True,1.0.0,0.45
C17219,1,High-Spend Transactor,0.5518,2.5351,True,1.0.0,0.575
C17220,1,High-Spend Transactor,0.5426,2.6275,True,1.0.0,0.575
C17221,2,Revolving Borrower,0.355,3.9613,True,1.0.0,0.475
C17222,1,High-Spend Transactor,0.5174,2.7024,True,1.0.0,0.575
C17223,1,High-Spend Transactor,0.2123,4.0327,True,1.0.0,0.575
C17224,0,Cash-Advance Reliant,0.7742,1.3453,True,1.0.0,0.45
C17225,0,Cash-Advance Reliant,0.6701,2.0967,True,1.0.0,0.45
C17226,1,High-Spend Transactor,0.3822,3.1239,True,1.0.0,0.575
C17227,1,High-Spend Transactor,0.5667,2.7973,True,1.0.0,0.575
C17228,1,High-Spend Transactor,0.5525,2.9567,True,1.0.0,0.575
C17229,1,High-Spend Transactor,0.5158,2.8921,True,1.0.0,0.575
C17230,1,High-Spend Transactor,0.2226,4.0902,True,1.0.0,0.575
C17231,0,Cash-Advance Reliant,0.6327,2.1857,True,1.0.0,0.45
C17232,0,Cash-Advance Reliant,0.005,3.7793,False,1.0.0,0.275
C17233,0,Cash-Advance Reliant,0.5457,3.1668,True,1.0.0,0.45
C17234,0,Cash-Advance Reliant,0.0422,6.2295,False,1.0.0,0.45
C17235,1,High-Spend Transactor,0.0345,5.9702,False,1.0.0,0.575
C17236,1,High-Spend Transactor,0.1835,4.3892,True,1.0.0,0.575
C17237,2,Revolving Borrower,0.0055,6.6121,False,1.0.0,0.175
C17239,1,High-Spend Transactor,0.4669,4.0997,True,1.0.0,0.575
C17240,1,High-Spend Transactor,0.5298,2.5288,True,1.0.0,0.575
C17241,1,High-Spend Transactor,0.2728,3.6647,True,1.0.0,0.575
C17242,2,Revolving Borrower,0.4513,2.9848,True,1.0.0,0.475
C17243,1,High-Spend Transactor,0.5271,2.8669,True,1.0.0,0.575
C17244,1,High-Spend Transactor,0.4681,4.0425,True,1.0.0,0.575
C17245,0,Cash-Advance Reliant,0.1624,3.0948,True,1.0.0,0.45
C17246,0,Cash-Advance Reliant,0.5989,2.6548,True,1.0.0,0.45
C17247,1,High-Spend Transactor,0.5244,2.5315,True,1.0.0,0.575
C17248,0,Cash-Advance Reliant,0.8433,0.9248,True,1.0.0,0.45
C17249,0,Cash-Advance Reliant,0.7563,1.4622,True,1.0.0,0.45
C17250,1,High-Spend Transactor,0.5438,2.7735,True,1.0.0,0.575
C17251,1,High-Spend Transactor,0.3989,3.3051,True,1.0.0,0.575
C17252,2,Revolving Borrower,0.4655,3.0428,True,1.0.0,0.475
C17253,0,Cash-Advance Reliant,0.5515,3.0046,True,1.0.0,0.45
C17254,2,Revolving Borrower,0.3175,4.3267,True,1.0.0,0.475
C17255,2,Revolving Borrower,0.4384,2.2997,True,1.0.0,0.475
C17256,0,Cash-Advance Reliant,0.7071,1.785,True,1.0.0,0.45
C17257,0,Cash-Advance Reliant,0.7558,1.5873,True,1.0.0,0.45
C17258,0,Cash-Advance Reliant,0.2137,6.5476,True,1.0.0,0.45
C17259,1,High-Spend Transactor,0.5677,2.7069,True,1.0.0,0.575
C17260,2,Revolving Borrower,0.2536,3.3783,True,1.0.0,0.45
C17261,1,High-Spend Transactor,0.5267,2.6755,True,1.0.0,0.575
C17262,0,Cash-Advance Reliant,0.4329,4.0185,True,1.0.0,0.45
C17263,1,High-Spend Transactor,0.5378,2.6566,True,1.0.0,0.575
C17264,1,High-Spend Transactor,0.2133,3.755,True,1.0.0,0.575
C17265,0,Cash-Advance Reliant,0.13,3.5081,False,1.0.0,0.45
C17266,1,High-Spend Transactor,0.3562,3.3845,True,1.0.0,0.575
C17267,0,Cash-Advance Reliant,0.2773,5.9434,True,1.0.0,0.45
C17268,0,Cash-Advance Reliant,0.7432,1.607,True,1.0.0,0.45
C17269,0,Cash-Advance Reliant,0.4161,2.5565,True,1.0.0,0.45
C17270,2,Revolving Borrower,0.1576,4.1612,True,1.0.0,0.475
C17271,1,High-Spend Transactor,0.5092,2.9403,True,1.0.0,0.575
C17272,0,Cash-Advance Reliant,0.653,2.2804,True,1.0.0,0.45
C17273,2,Revolving Borrower,0.267,3.4903,True,1.0.0,0.475
C17274,1,High-Spend Transactor,0.2638,6.5381,True,1.0.0,0.575
C17275,1,High-Spend Transactor,0.4857,3.4522,True,1.0.0,0.575
C17276,1,High-Spend Transactor,0.5262,3.0225,True,1.0.0,0.575
C17277,2,Revolving Borrower,0.2866,2.3685,True,1.0.0,0.475
C17278,2,Revolving Borrower,0.7186,1.4891,True,1.0.0,0.475
C17279,1,High-Spend Transactor,0.5383,3.1161,True,1.0.0,0.575
C17280,1,High-Spend Transactor,0.6523,1.945,True,1.0.0,0.575
C17281,1,High-Spend Transactor,0.5416,3.083,True,1.0.0,0.575
C17282,2,Revolving Borrower,0.2513,3.1532,True,1.0.0,0.475
C17283,1,High-Spend Transactor,0.5614,2.2108,True,1.0.0,0.575
C17284,2,Revolving Borrower,0.6537,1.6524,True,1.0.0,0.475
C17285,1,High-Spend Transactor,0.512,3.3197,True,1.0.0,0.575
C17286,1,High-Spend Transactor,0.5612,2.1678,True,1.0.0,0.6
C17287,0,Cash-Advance Reliant,0.379,4.6314,True,1.0.0,0.45
C17288,1,High-Spend Transactor,0.6144,2.3373,True,1.0.0,0.575
C17289,1,High-Spend Transactor,0.4305,4.1875,True,1.0.0,0.575
C17290,1,High-Spend Transactor,0.3366,3.7377,True,1.0.0,0.575
C17291,1,High-Spend Transactor,0.3376,3.298,True,1.0.0,0.575
C17292,1,High-Spend Transactor,0.5102,3.1134,True,1.0.0,0.575
C17293,1,High-Spend Transactor,0.5466,3.0323,True,1.0.0,0.575
C17294,2,Revolving Borrower,0.3277,3.7407,True,1.0.0,0.475
C17295,2,Revolving Borrower,0.0885,3.576,False,1.0.0,0.475
C17296,1,High-Spend Transactor,0.3943,4.1182,True,1.0.0,0.575
C17297,0,Cash-Advance Reliant,0.7402,1.5736,True,1.0.0,0.45
C17298,1,High-Spend Transactor,0.578,1.7261,True,1.0.0,0.575
C17299,1,High-Spend Transactor,0.4863,3.4965,True,1.0.0,0.575
C17300,0,Cash-Advance Reliant,0.6334,2.3582,True,1.0.0,0.45
C17302,0,Cash-Advance Reliant,0.7463,1.5228,True,1.0.0,0.45
C17303,1,High-Spend Transactor,0.3429,3.3074,True,1.0.0,0.575
C17304,2,Revolving Borrower,0.5206,2.4864,True,1.0.0,0.475
C17305,0,Cash-Advance Reliant,0.6973,1.8752,True,1.0.0,0.45
C17306,2,Revolving Borrower,0.4298,2.7349,True,1.0.0,0.475
C17307,1,High-Spend Transactor,0.543,2.844,True,1.0.0,0.575
C17308,1,High-Spend Transactor,0.3991,3.0819,True,1.0.0,0.575
C17309,1,High-Spend Transactor,0.1583,4.2042,True,1.0.0,0.575
C17310,2,Revolving Borrower,0.3391,3.1235,True,1.0.0,0.475
C17311,1,High-Spend Transactor,0.2501,3.8051,True,1.0.0,0.575
C17312,1,High-Spend Transactor,0.2209,4.5892,True,1.0.0,0.575
C17313,1,High-Spend Transactor,0.5529,2.9431,True,1.0.0,0.575
C17314,1,High-Spend Transactor,0.5322,3.1476,True,1.0.0,0.575
C17315,2,Revolving Borrower,0.003,4.9307,False,1.0.0,0.175
C17316,1,High-Spend Transactor,0.7754,1.0996,True,1.0.0,0.575
C17317,1,High-Spend Transactor,0.304,4.2159,True,1.0.0,0.6
C17318,1,High-Spend Transactor,0.4422,3.6753,True,1.0.0,0.575
C17319,1,High-Spend Transactor,0.5387,2.847,True,1.0.0,0.575
C17320,1,High-Spend Transactor,0.2165,3.6098,True,1.0.0,0.575
C17321,1,High-Spend Transactor,0.4966,3.5368,True,1.0.0,0.575
C17322,0,Cash-Advance Reliant,0.4151,4.2019,True,1.0.0,0.45
C17323,1,High-Spend Transactor,0.3623,3.6354,True,1.0.0,0.575
C17324,0,Cash-Advance Reliant,0.6437,2.3359,True,1.0.0,0.45
C17325,0,Cash-Advance Reliant,0.3961,4.1478,True,1.0.0,0.45
C17326,0,Cash-Advance Reliant,0.5266,2.8626,True,1.0.0,0.45
C17327,1,High-Spend Transactor,0.5298,2.491,True,1.0.0,0.6
C17328,0,Cash-Advance Reliant,0.3455,4.3622,True,1.0.0,0.45
C17329,1,High-Spend Transactor,0.3487,4.2983,True,1.0.0,0.575
C17330,1,High-Spend Transactor,0.5447,2.8065,True,1.0.0,0.575
C17331,1,High-Spend Transactor,0.2193,3.5806,True,1.0.0,0.575
C17332,1,High-Spend Transactor,0.6039,2.4478,True,1.0.0,0.575
C17334,1,High-Spend Transactor,0.3996,3.5199,True,1.0.0,0.575
C17335,1,High-Spend Transactor,0.6399,2.1831,True,1.0.0,0.575
C17336,1,High-Spend Transactor,0.5213,3.2679,True,1.0.0,0.575
C17337,2,Revolving Borrower,0.7574,1.1636,True,1.0.0,0.475
C17338,0,Cash-Advance Reliant,0.7742,1.3962,True,1.0.0,0.45
C17339,1,High-Spend Transactor,0.5687,2.4337,True,1.0.0,0.575
C17340,1,High-Spend Transactor,0.5165,3.0726,True,1.0.0,0.575
C17341,1,High-Spend Transactor,0.4445,3.7416,True,1.0.0,0.575
C17342,1,High-Spend Transactor,0.5437,2.9029,True,1.0.0,0.575
C17343,1,High-Spend Transactor,0.437,2.8138,True,1.0.0,0.6
C17344,1,High-Spend Transactor,0.4197,3.1953,True,1.0.0,0.575
C17345,1,High-Spend Transactor,0.5642,2.7306,True,1.0.0,0.575
C17346,1,High-Spend Transactor,0.2882,3.7314,True,1.0.0,0.575
C17347,1,High-Spend Transactor,0.2574,5.816,True,1.0.0,0.575
C17348,1,High-Spend Transactor,0.4488,2.7208,True,1.0.0,0.6
C17349,1,High-Spend Transactor,0.4896,2.9191,True,1.0.0,0.575
C17350,0,Cash-Advance Reliant,0.7085,1.7321,True,1.0.0,0.45
C17351,2,Revolving Borrower,0.1447,3.3754,False,1.0.0,0.45
C17352,2,Revolving Borrower,0.2985,3.2253,True,1.0.0,0.45
C17353,1,High-Spend Transactor,0.5525,2.7145,True,1.0.0,0.575
C17354,0,Cash-Advance Reliant,0.6693,2.2206,True,1.0.0,0.45
C17355,0,Cash-Advance Reliant,0.2842,3.1165,True,1.0.0,0.45
C17356,2,Revolving Borrower,0.6638,1.8985,True,1.0.0,0.475
C17357,1,High-Spend Transactor,0.3325,4.13,True,1.0.0,0.575
C17358,1,High-Spend Transactor,0.5366,2.9567,True,1.0.0,0.575
C17359,0,Cash-Advance Reliant,0.5633,2.8925,True,1.0.0,0.45
C17360,1,High-Spend Transactor,0.4889,3.5131,True,1.0.0,0.575
C17361,0,Cash-Advance Reliant,0.0997,4.7995,False,1.0.0,0.45
C17362,1,High-Spend Transactor,0.3914,3.4079,True,1.0.0,0.575
C17363,0,Cash-Advance Reliant,0.7564,1.4689,True,1.0.0,0.45
C17364,0,Cash-Advance Reliant,0.7666,1.4511,True,1.0.0,0.45
C17365,1,High-Spend Transactor,0.5638,2.3621,True,1.0.0,0.575
C17366,1,High-Spend Transactor,0.5449,2.5583,True,1.0.0,0.575
C17367,2,Revolving Borrower,0.2927,3.0579,True,1.0.0,0.45
C17368,2,Revolving Borrower,0.1485,3.3569,False,1.0.0,0.475
C17369,1,High-Spend Transactor,0.2253,3.8089,True,1.0.0,0.575
C17370,1,High-Spend Transactor,0.4395,4.0232,True,1.0.0,0.575
C17371,1,High-Spend Transactor,0.5193,2.5435,True,1.0.0,0.575
C17372,2,Revolving Borrower,0.6399,1.8274,True,1.0.0,0.475
C17373,1,High-Spend Transactor,0.1398,4.4557,False,1.0.0,0.575
C17374,1,High-Spend Transactor,0.3701,3.456,True,1.0.0,0.575
C17376,0,Cash-Advance Reliant,0.8026,1.1894,True,1.0.0,0.45
C17377,2,Revolving Borrower,0.2724,4.5799,True,1.0.0,0.475
C17378,1,High-Spend Transactor,0.5287,2.8955,True,1.0.0,0.575
C17379,1,High-Spend Transactor,0.4093,3.5716,True,1.0.0,0.575
C17380,1,High-Spend Transactor,0.3271,4.12,True,1.0.0,0.575
C17381,1,High-Spend Transactor,0.3085,5.5514,True,1.0.0,0.575
C17382,1,High-Spend Transactor,0.3783,2.7125,True,1.0.0,0.575
C17383,2,Revolving Borrower,0.6332,2.0899,True,1.0.0,0.475
C17384,1,High-Spend Transactor,0.2835,3.7481,True,1.0.0,0.575
C17385,2,Revolving Borrower,0.4563,2.1763,True,1.0.0,0.475
C17386,1,High-Spend Transactor,0.4817,3.6494,True,1.0.0,0.575
C17387,0,Cash-Advance Reliant,0.772,1.3937,True,1.0.0,0.45
C17388,0,Cash-Advance Reliant,0.7424,1.5576,True,1.0.0,0.45
C17389,1,High-Spend Transactor,0.3217,3.4407,True,1.0.0,0.575
C17390,2,Revolving Borrower,0.4851,3.3072,True,1.0.0,0.475
C17391,1,High-Spend Transactor,0.4663,2.9324,True,1.0.0,0.575
C17392,0,Cash-Advance Reliant,0.3672,4.9789,True,1.0.0,0.45
C17393,0,Cash-Advance Reliant,0.6171,2.2744,True,1.0.0,0.45
C17394,2,Revolving Borrower,0.4065,3.5139,True,1.0.0,0.475
C17395,0,Cash-Advance Reliant,0.589,2.5343,True,1.0.0,0.45
C17396,1,High-Spend Transactor,0.6181,2.2189,True,1.0.0,0.575
C17397,0,Cash-Advance Reliant,0.5369,2.8048,True,1.0.0,0.45
C17398,0,Cash-Advance Reliant,0.6942,2.0381,True,1.0.0,0.45
C17399,0,Cash-Advance Reliant,0.287,2.7759,True,1.0.0,0.45
